,No_Die,Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Lot_Num,Wafer_Num,Datetime
850,NOLSM6352414,1,Implantation,1.33E+16,8.59E+16,1.18E+17,2.99E+17,6.00E+17,32298.052,104.988,909,157,24,14,20-02-2022
851,NOLSM6362415,2,Implantation,1.14E+16,1.10E+17,6.63E+17,3.01E+17,6.00E+17,32301.209,104.424,909,157,24,15,20-02-2022
852,NOLSM6372416,3,Implantation,1.44E+16,1.99E+16,5.70E+17,3.01E+17,6.00E+17,32299.831,104.249,909,156,24,16,20-02-2022
853,NOLSM6382417,2,Implantation,1.41E+16,9.51E+16,6.14E+17,3.02E+17,6.00E+17,32303.551,104.201,910,156,24,17,20-02-2022
854,NOLSM6392418,1,Implantation,1.40E+16,1.11E+17,8.27E+16,3.00E+17,6.00E+17,32296.526,104.157,909,156,24,18,20-02-2022
855,NOLSM6402419,1,Implantation,1.09E+16,8.49437E+15,3.59979E+13,3.00E+17,6.00E+17,32297.235,104.083,909,156,24,19,20-02-2022
856,NOLSM6412420,3,Implantation,1.52E+16,7.30E+16,1.69E+17,3.00E+17,6.00E+17,32297.616,104.032,909,156,24,20,20-02-2022
857,NOLSM6422421,3,Implantation,1.27E+16,3.73E+16,1.08E+16,2.99E+17,6.00E+17,32301.908,104.011,909,156,24,21,20-02-2022
858,NOLSM6432422,2,Implantation,1.79E+16,4.12E+16,5.38E+16,3.03E+17,6.00E+17,32299.834,104.113,909,156,24,22,20-02-2022
859,NOLSM6442423,1,Implantation,3.97622E+15,3.84E+16,5.89E+16,3.00E+17,6.00E+17,32299.948,104.968,909,157,24,23,20-02-2022
860,NOLSM6452424,1,Implantation,1.91E+16,9.28E+16,1.09E+18,2.99E+17,6.00E+17,32299.617,104.463,910,157,24,24,20-02-2022
861,NOLSM6462425,2,Implantation,2.17E+16,1.49E+17,1.94E+17,3.00E+17,6.00E+17,32293.932,104.301,909,156,24,25,20-02-2022
862,NOLSM6472426,3,Implantation,1.58E+16,1.47E+17,1.62E+17,3.00E+17,6.00E+17,32044.174,103.139,923,155,24,26,20-02-2022
863,NOLSM6482427,3,Implantation,2.28082E+15,2.62205E+15,1.17E+17,3.00E+17,6.00E+17,32057.073,103.072,906,155,24,27,20-02-2022
864,NOLSM10951109,1,Implantation,8.46529E+15,8.05E+16,3.84E+17,2.98E+17,6.00E+17,32034.605,104.846,896,158,5,28,21-02-2022
865,NOLSM11052110,2,Implantation,1.65E+16,1.04E+17,6.93E+17,3.01E+17,6.00E+17,32403.77,105.045,912,154,5,29,21-02-2022
866,NOLSM11153111,3,Implantation,1.13E+16,7.23E+16,7.26E+17,3.00E+17,6.00E+17,31560.731,105.841,875,154,5,30,21-02-2022
867,NOLSM11254112,1,Implantation,1.99E+16,9.90E+16,7.62E+17,3.02E+17,6.00E+17,29604.262,104.261,916,153,5,31,21-02-2022
868,NOLSM11355113,2,Implantation,1.33E+16,1.36E+17,1.09E+17,3.00E+17,6.00E+17,31732.122,103.62,880,156,5,32,21-02-2022
869,NOLSM11456114,3,Implantation,1.24E+16,1.89E+16,2.82E+17,3.01E+17,6.00E+17,31858.818,102.678,893,150,5,33,21-02-2022
870,NOLSM11557115,1,Implantation,8.73897E+15,1.33E+16,3.10E+17,3.00E+17,6.00E+17,32187.195,102.447,914,153,5,34,21-02-2022
871,NOLSM11658116,2,Implantation,1.28E+16,6.20E+16,6.87E+17,3.02E+17,6.00E+17,30856.694,103.236,877,156,5,35,21-02-2022
872,NOLSM11759117,3,Implantation,9.59851E+15,3.85E+16,4.08E+17,2.98E+17,6.00E+17,32042.018,103.967,917,154,5,36,21-02-2022
873,NOLSM118510118,1,Implantation,1.38E+16,8.86E+16,7.73E+17,3.01E+17,6.00E+17,31289.639,102.991,912,154,5,37,21-02-2022
874,NOLSM119511119,2,Implantation,1.30E+16,3.71E+16,1.00E+18,3.01E+17,6.00E+17,32524.693,101.322,903,154,5,38,21-02-2022
875,NOLSM120512120,3,Implantation,1.28E+16,6.14E+16,6.90E+17,2.99E+17,6.00E+17,32057.54,101.394,910,162,5,39,21-02-2022
876,NOLSM121513121,1,Implantation,6.98631E+15,1.25E+17,2.20E+17,3.03E+17,6.00E+17,32900.689,103.55,913,156,5,40,21-02-2022
877,NOLSM122514122,2,Implantation,1.26E+16,7.82E+16,1.23E+17,3.01E+17,6.00E+17,31640.442,105.17,918,153,5,41,21-02-2022
878,NOLSM123515123,3,Implantation,3.99476E+15,1.20E+17,1.21E+17,2.99E+17,6.00E+17,31856.772,102.377,883,156,5,42,21-02-2022
879,NOLSM124516124,1,Implantation,1.96733E+15,1.16E+17,8.71E+17,2.99E+17,6.00E+17,32050.437,101.995,894,155,5,43,21-02-2022
880,NOLSM125517125,2,Implantation,1.63E+16,2.13E+17,4.60E+17,3.02E+17,6.00E+17,31710.986,105.264,930,152,5,44,21-02-2022
881,NOLSM126518126,3,Implantation,1.17E+16,5.35E+16,8.55E+17,3.01E+17,6.00E+17,31155.426,104.162,888,153,5,45,21-02-2022
882,NOLSM127519127,1,Implantation,4.153E+15,8.83E+16,8.99E+17,3.00E+17,6.00E+17,31707.301,104.286,903,153,5,46,21-02-2022
883,NOLSM128520128,2,Implantation,6.96826E+15,1.18E+17,7.58E+17,3.00E+17,6.00E+17,31921.289,103.014,889,156,5,47,21-02-2022
884,NOLSM129521129,3,Implantation,1.10E+16,1.50E+17,1.82E+17,3.00E+17,6.00E+17,31234.441,103.453,883,153,5,48,21-02-2022
885,NOLSM130522130,1,Implantation,1.29E+16,5.57E+16,7.69E+17,3.00E+17,6.00E+17,30801.679,104.564,932,157,5,49,21-02-2022
886,NOLSM131523131,2,Implantation,1.33E+16,8.73E+16,8.71E+17,3.01E+17,6.00E+17,33283.059,100.908,896,154,5,50,21-02-2022
887,NOLSM132524132,3,Implantation,1.52E+16,9.85E+16,7.52E+17,2.99E+17,6.00E+17,31856.143,102.064,914,153,5,51,21-02-2022
888,NOLSM133525133,1,Implantation,7.86302E+15,6.50E+16,5.64E+17,3.01E+17,6.00E+17,31565.934,104.243,904,158,5,52,21-02-2022
889,NOLSM134526134,2,Implantation,1.07E+16,9.39E+16,2.81E+17,3.00E+17,6.00E+17,32131.098,105.338,879,155,5,53,21-02-2022
890,NOLSM135527135,3,Implantation,1.21E+16,9.47E+16,4.77E+17,3.00E+17,6.00E+17,32248.673,100.598,921,156,5,54,21-02-2022
891,NOLSM649251649,1,Implantation,2.00E+16,8.46419E+15,9.62E+16,2.99E+17,6.00E+17,32054.907,102.945,909,154,25,28,21-02-2022
892,NOLSM650252650,2,Implantation,1.29E+16,1.27351E+15,6.58E+17,3.00E+17,6.00E+17,32052.091,102.001,915,153,25,29,21-02-2022
893,NOLSM651253651,3,Implantation,7.33919E+15,7.33791E+14,6.48E+17,2.99E+17,6.00E+17,32045.703,102.084,915,153,25,30,21-02-2022
894,NOLSM652254652,1,Implantation,7.36092E+15,2.04844E+14,5.61018E+14,3.00E+17,6.00E+17,32045.121,101.727,914,153,25,31,21-02-2022
895,NOLSM653255653,2,Implantation,1.19E+16,9.45818E+14,3.01E+17,2.98E+17,6.00E+17,32045.65,101.34,902,152,25,32,21-02-2022
896,NOLSM654256654,3,Implantation,4.19343E+15,3.69671E+12,36561499.58,3.00E+17,6.00E+17,32059.916,100.528,919,151,25,33,21-02-2022
897,NOLSM655257655,1,Implantation,7.58E+15,1.25157E+14,5.41596E+12,3.00E+17,6.00E+17,32050.475,103.27,923,155,25,34,21-02-2022
898,NOLSM656258656,2,Implantation,1.02E+16,4.49363E+11,2.24E+17,2.98E+17,6.00E+17,32054.103,103.474,910,155,25,35,21-02-2022
899,NOLSM657259657,3,Implantation,4.07912E+15,1.10649E+15,1.80345E+15,3.00E+17,6.00E+17,32044.64,103.707,906,156,25,36,21-02-2022
900,NOLSM6582510658,1,Implantation,4.59059E+15,2.42675E+14,1.76895E+11,3.01E+17,6.00E+17,32040.609,102.727,906,154,25,37,21-02-2022
901,NOLSM6592511659,2,Implantation,1.61E+16,1.02E+17,421216908.2,3.00E+17,6.00E+17,32043.72,103.396,907,155,25,38,21-02-2022
902,NOLSM6602512660,3,Implantation,5.05917E+15,1.49654E+14,1.11823E+12,3.00E+17,6.00E+17,32055.941,104.309,890,156,25,39,21-02-2022
903,NOLSM6612513661,1,Implantation,8.12518E+15,2.02E+16,4.48E+17,3.00E+17,6.00E+17,32051.147,104.403,861,157,25,40,21-02-2022
904,NOLSM6622514662,2,Implantation,2.06E+16,1.02962E+15,1.39895E+15,3.01E+17,6.00E+17,32044.633,104.649,865,157,25,41,21-02-2022
905,NOLSM6632515663,3,Implantation,1.21E+16,8.15E+16,9.08E+17,3.02E+17,6.00E+17,32039.65,104.761,865,157,25,42,21-02-2022
906,NOLSM6642516664,1,Implantation,1.81E+16,5.50E+16,7.86E+17,3.00E+17,6.00E+17,32041.139,104.099,865,156,25,43,21-02-2022
907,NOLSM6652517665,2,Implantation,2.44193E+15,5.16E+16,2.90E+17,3.01E+17,6.00E+17,32043.715,104.149,865,156,25,44,21-02-2022
908,NOLSM6662518666,3,Implantation,1.05E+16,2.95573E+15,2.93811E+15,3.00E+17,6.00E+17,32040.817,103.505,869,155,25,45,21-02-2022
909,NOLSM6672519667,1,Implantation,6.90917E+15,5.26499E+15,8.20955E+15,2.98E+17,6.00E+17,32047.486,104.14,865,156,25,46,21-02-2022
910,NOLSM6682520668,2,Implantation,8.99837E+15,1.28409E+15,1.84E+17,2.99E+17,6.00E+17,32043.586,104.742,865,157,25,47,21-02-2022
911,NOLSM6692521669,3,Implantation,6.77127E+15,6.76E+16,6.39077E+14,2.99E+17,6.00E+17,32469.85,104.238,865,156,25,48,21-02-2022
912,NOLSM6702522670,1,Implantation,1.15E+16,2.07E+16,5.88E+17,2.99E+17,6.00E+17,32466.046,104.536,866,157,25,49,21-02-2022
913,NOLSM6712523671,2,Implantation,4.77009E+15,5.09686E+15,5.09E+16,3.01E+17,6.00E+17,32467.764,104.579,863,157,25,50,21-02-2022
914,NOLSM6722524672,3,Implantation,5.87721E+15,2.08E+16,2.62E+16,3.01E+17,6.00E+17,32472.189,104.59,866,157,25,51,21-02-2022
915,NOLSM6732525673,1,Implantation,1.75E+16,1.74E+17,4.08E+16,2.99E+17,6.00E+17,32471.558,105.153,861,158,25,52,21-02-2022
916,NOLSM6742526674,2,Implantation,2.09E+16,1.52E+16,4.21345E+13,2.99E+17,6.00E+17,32468.26,105.083,861,158,25,53,21-02-2022
917,NOLSM6752527675,3,Implantation,2.43926E+15,4.1873E+15,1.33E+17,2.99E+17,6.00E+17,32469.21,105.182,860,158,25,54,21-02-2022
918,NOLSM10951,3,Implantation,8.46529E+15,8.05E+16,3.84E+17,2.98E+17,6.00E+17,32034.605,104.846,896,158,5,1,21-02-2022
919,NOLSM11052,2,Implantation,1.65E+16,1.04E+17,6.93E+17,3.01E+17,6.00E+17,32403.77,105.045,912,154,5,2,21-02-2022
920,NOLSM11153,1,Implantation,1.13E+16,7.23E+16,7.26E+17,3.00E+17,6.00E+17,31560.731,105.841,875,154,5,3,21-02-2022
921,NOLSM11254,1,Implantation,1.99E+16,9.90E+16,7.62E+17,3.02E+17,6.00E+17,29604.262,104.261,916,153,5,4,21-02-2022
922,NOLSM11355,2,Implantation,1.33E+16,1.36E+17,1.09E+17,3.00E+17,6.00E+17,31732.122,103.62,880,156,5,5,21-02-2022
923,NOLSM11456,3,Implantation,1.24E+16,1.89E+16,2.82E+17,3.01E+17,6.00E+17,31858.818,102.678,893,150,5,6,21-02-2022
924,NOLSM11557,3,Implantation,8.73897E+15,1.33E+16,3.10E+17,3.00E+17,6.00E+17,32187.195,102.447,914,153,5,7,21-02-2022
925,NOLSM11658,2,Implantation,1.28E+16,6.20E+16,6.87E+17,3.02E+17,6.00E+17,30856.694,103.236,877,156,5,8,21-02-2022
926,NOLSM11759,1,Implantation,9.59851E+15,3.85E+16,4.08E+17,2.98E+17,6.00E+17,32042.018,103.967,917,154,5,9,21-02-2022
927,NOLSM118510,1,Implantation,1.38E+16,8.86E+16,7.73E+17,3.01E+17,6.00E+17,31289.639,102.991,912,154,5,10,21-02-2022
928,NOLSM119511,2,Implantation,1.30E+16,3.71E+16,1.00E+18,3.01E+17,6.00E+17,32524.693,101.322,903,154,5,11,21-02-2022
929,NOLSM120512,3,Implantation,1.28E+16,6.14E+16,6.90E+17,2.99E+17,6.00E+17,32057.54,101.394,910,162,5,12,21-02-2022
930,NOLSM121513,3,Implantation,6.98631E+15,1.25E+17,2.20E+17,3.03E+17,6.00E+17,32900.689,103.55,913,156,5,13,21-02-2022
931,NOLSM122514,2,Implantation,1.26E+16,7.82E+16,1.23E+17,3.01E+17,6.00E+17,31640.442,105.17,918,153,5,14,21-02-2022
932,NOLSM123515,1,Implantation,3.99476E+15,1.20E+17,1.21E+17,2.99E+17,6.00E+17,31856.772,102.377,883,156,5,15,21-02-2022
933,NOLSM124516,1,Implantation,1.96733E+15,1.16E+17,8.71E+17,2.99E+17,6.00E+17,32050.437,101.995,894,155,5,16,21-02-2022
934,NOLSM125517,2,Implantation,1.63E+16,2.13E+17,4.60E+17,3.02E+17,6.00E+17,31710.986,105.264,930,152,5,17,21-02-2022
935,NOLSM126518,3,Implantation,1.17E+16,5.35E+16,8.55E+17,3.01E+17,6.00E+17,31155.426,104.162,888,153,5,18,21-02-2022
936,NOLSM127519,3,Implantation,4.153E+15,8.83E+16,8.99E+17,3.00E+17,6.00E+17,31707.301,104.286,903,153,5,19,21-02-2022
937,NOLSM128520,2,Implantation,6.96826E+15,1.18E+17,7.58E+17,3.00E+17,6.00E+17,31921.289,103.014,889,156,5,20,21-02-2022
938,NOLSM129521,1,Implantation,1.10E+16,1.50E+17,1.82E+17,3.00E+17,6.00E+17,31234.441,103.453,883,153,5,21,21-02-2022
939,NOLSM130522,1,Implantation,1.29E+16,5.57E+16,7.69E+17,3.00E+17,6.00E+17,30801.679,104.564,932,157,5,22,21-02-2022
940,NOLSM131523,2,Implantation,1.33E+16,8.73E+16,8.71E+17,3.01E+17,6.00E+17,33283.059,100.908,896,154,5,23,21-02-2022
941,NOLSM132524,3,Implantation,1.52E+16,9.85E+16,7.52E+17,2.99E+17,6.00E+17,31856.143,102.064,914,153,5,24,21-02-2022
942,NOLSM133525,3,Implantation,7.86302E+15,6.50E+16,5.64E+17,3.01E+17,6.00E+17,31565.934,104.243,904,158,5,25,21-02-2022
943,NOLSM134526,2,Implantation,1.07E+16,9.39E+16,2.81E+17,3.00E+17,6.00E+17,32131.098,105.338,879,155,5,26,21-02-2022
944,NOLSM135527,1,Implantation,1.21E+16,9.47E+16,4.77E+17,3.00E+17,6.00E+17,32248.673,100.598,921,156,5,27,21-02-2022
945,NOLSM649251,2,Implantation,1.87E+16,8.46419E+15,1.23055E+13,2.99E+17,6.00E+17,32054.907,102.945,909,154,25,1,21-02-2022
946,NOLSM650252,1,Implantation,3.39259E+15,1.27351E+15,2.01E+17,3.00E+17,6.00E+17,32052.091,102.001,915,153,25,2,21-02-2022
947,NOLSM651253,1,Implantation,1.36E+16,7.33791E+14,2.31E+17,2.99E+17,6.00E+17,32045.703,102.084,915,153,25,3,21-02-2022
948,NOLSM652254,2,Implantation,4.89859E+15,2.04844E+14,5.08E+16,3.00E+17,6.00E+17,32045.121,101.727,914,153,25,4,21-02-2022
949,NOLSM653255,3,Implantation,2.97204E+15,9.45818E+14,5.78E+16,2.98E+17,6.00E+17,32045.65,101.34,902,152,25,5,21-02-2022
950,NOLSM654256,3,Implantation,7.78618E+15,3.69671E+12,36561499.58,3.00E+17,6.00E+17,32059.916,100.528,919,151,25,6,21-02-2022
951,NOLSM655257,2,Implantation,4.18777E+15,1.25157E+14,5.41596E+12,3.00E+17,6.00E+17,32050.475,103.27,923,155,25,7,21-02-2022
952,NOLSM656258,1,Implantation,9.03578E+15,4.49363E+11,2.24E+17,2.98E+17,6.00E+17,32054.103,103.474,910,155,25,8,21-02-2022
953,NOLSM657259,1,Implantation,1.47E+16,1.10649E+15,1.80345E+15,3.00E+17,6.00E+17,32044.64,103.707,906,156,25,9,21-02-2022
954,NOLSM6582510,2,Implantation,6.5909E+15,2.42675E+14,1.76895E+11,3.01E+17,6.00E+17,32040.609,102.727,906,154,25,10,21-02-2022
955,NOLSM6592511,3,Implantation,1.15E+16,1.02E+17,421216908.2,3.00E+17,6.00E+17,32043.72,103.396,907,155,25,11,21-02-2022
956,NOLSM6602512,3,Implantation,1.69E+16,1.49654E+14,1.11823E+12,3.00E+17,6.00E+17,32055.941,104.309,890,156,25,12,21-02-2022
957,NOLSM6612513,2,Implantation,1.11E+16,2.02E+16,4.48E+17,3.00E+17,6.00E+17,32051.147,104.403,861,157,25,13,21-02-2022
958,NOLSM6622514,1,Implantation,1.75E+16,1.02962E+15,1.39895E+15,3.01E+17,6.00E+17,32044.633,104.649,865,157,25,14,21-02-2022
959,NOLSM6632515,1,Implantation,1.62E+16,8.15E+16,9.08E+17,3.02E+17,6.00E+17,32039.65,104.761,865,157,25,15,21-02-2022
960,NOLSM6642516,2,Implantation,2.12E+16,5.50E+16,7.86E+17,3.00E+17,6.00E+17,32041.139,104.099,865,156,25,16,21-02-2022
961,NOLSM6652517,3,Implantation,7.16287E+15,5.16E+16,2.90E+17,3.01E+17,6.00E+17,32043.715,104.149,865,156,25,17,21-02-2022
962,NOLSM6662518,3,Implantation,1.41E+16,2.95573E+15,2.93811E+15,3.00E+17,6.00E+17,32040.817,103.505,869,155,25,18,21-02-2022
963,NOLSM6672519,2,Implantation,6.12927E+15,5.26499E+15,8.20955E+15,2.98E+17,6.00E+17,32047.486,104.14,865,156,25,19,21-02-2022
964,NOLSM6682520,1,Implantation,8.99837E+15,1.28409E+15,1.84E+17,2.99E+17,6.00E+17,32043.586,104.742,865,157,25,20,21-02-2022
965,NOLSM6692521,1,Implantation,6.77127E+15,6.76E+16,6.39077E+14,2.99E+17,6.00E+17,32469.85,104.238,865,156,25,21,21-02-2022
966,NOLSM6702522,2,Implantation,1.15E+16,2.07E+16,5.88E+17,2.99E+17,6.00E+17,32466.046,104.536,866,157,25,22,21-02-2022
967,NOLSM6712523,3,Implantation,4.77009E+15,5.09686E+15,5.09E+16,3.01E+17,6.00E+17,32467.764,104.579,863,157,25,23,21-02-2022
968,NOLSM6722524,3,Implantation,5.87721E+15,2.08E+16,2.62E+16,3.01E+17,6.00E+17,32472.189,104.59,866,157,25,24,21-02-2022
969,NOLSM6732525,1,Implantation,1.75E+16,1.74E+17,4.08E+16,2.99E+17,6.00E+17,32471.558,105.153,861,158,25,25,21-02-2022
970,NOLSM6742526,1,Implantation,2.09E+16,1.52E+16,4.21345E+13,2.99E+17,6.00E+17,32468.26,105.083,861,158,25,26,21-02-2022
971,NOLSM6752527,3,Implantation,2.43926E+15,4.1873E+15,1.33E+17,2.99E+17,6.00E+17,32469.21,105.182,860,158,25,27,21-02-2022
972,NOLSM13661136,1,Implantation,8.064E+15,1.28E+17,1.71E+17,3.02E+17,6.00E+17,31194.915,101.786,885,152,6,28,22-02-2022
973,NOLSM13762137,2,Implantation,1.65E+16,7.79E+16,1.03E+18,3.01E+17,6.00E+17,31469.225,105.08,913,154,6,29,22-02-2022
974,NOLSM13863138,3,Implantation,1.00E+16,1.48E+17,7.89E+17,2.98E+17,6.00E+17,32246.843,104.774,907,154,6,30,22-02-2022
975,NOLSM13964139,1,Implantation,1.15E+16,8.37E+16,5.17E+17,2.98E+17,6.00E+17,31801.588,103.624,866,153,6,31,22-02-2022
976,NOLSM14065140,2,Implantation,7.35523E+15,9.35E+16,6.66E+17,3.02E+17,6.00E+17,32290.539,104.739,907,161,6,32,22-02-2022
977,NOLSM14166141,3,Implantation,5.57537E+15,8.80E+16,3.94E+17,2.99E+17,6.00E+17,32537.016,102.829,899,156,6,33,22-02-2022
978,NOLSM14267142,1,Implantation,1.17E+16,1.05E+17,2.54E+17,2.99E+17,6.00E+17,30799.8,103.001,882,152,6,34,22-02-2022
979,NOLSM14368143,2,Implantation,1.14E+16,1.22E+17,4.95E+17,2.99E+17,6.00E+17,30537.234,104.583,880,159,6,35,22-02-2022
980,NOLSM14469144,3,Implantation,7.6219E+15,1.17E+17,9.12E+17,2.98E+17,6.00E+17,33254.92,104.377,909,156,6,36,22-02-2022
981,NOLSM145610145,1,Implantation,1.51E+16,8.70E+16,8.44E+17,3.02E+17,6.00E+17,32529.301,103.397,920,150,6,37,22-02-2022
982,NOLSM146611146,2,Implantation,1.08E+16,1.26E+17,3.85E+17,3.01E+17,6.00E+17,31724.033,103.021,913,159,6,38,22-02-2022
983,NOLSM147612147,3,Implantation,1.18E+16,6.74E+16,7.60E+17,3.00E+17,6.00E+17,32188.034,102.492,892,148,6,39,22-02-2022
984,NOLSM148613148,1,Implantation,1.53E+16,1.38E+17,5.63E+17,3.00E+17,6.00E+17,32481.944,103.514,879,154,6,40,22-02-2022
985,NOLSM149614149,2,Implantation,1.14E+16,1.45E+17,4.62E+17,3.01E+17,6.00E+17,32373.18,100.696,921,152,6,41,22-02-2022
986,NOLSM150615150,3,Implantation,1.27E+16,1.48E+17,3.75E+17,2.99E+17,6.00E+17,31400.424,100.826,882,155,6,42,22-02-2022
987,NOLSM151616151,1,Implantation,1.52E+16,1.76E+17,5.12E+17,3.02E+17,6.00E+17,30763.793,99.639,895,156,6,43,22-02-2022
988,NOLSM152617152,2,Implantation,1.73E+16,8.09E+16,5.51E+17,2.99E+17,6.00E+17,32021.918,102.771,909,153,6,44,22-02-2022
989,NOLSM153618153,3,Implantation,1.18E+16,1.88E+17,1.02E+18,3.02E+17,6.00E+17,30633.38,104.584,905,154,6,45,22-02-2022
990,NOLSM154619154,1,Implantation,1.04E+16,7.74E+16,9.51E+16,3.01E+17,6.00E+17,30605.867,102.588,886,156,6,46,22-02-2022
991,NOLSM155620155,2,Implantation,1.23E+16,7.14E+16,3.83E+17,2.99E+17,6.00E+17,32150.501,102.687,898,154,6,47,22-02-2022
992,NOLSM156621156,3,Implantation,1.29E+16,1.37E+17,3.09E+17,2.99E+17,6.00E+17,33009.054,101.899,915,154,6,48,22-02-2022
993,NOLSM157622157,1,Implantation,1.35E+16,6.67E+16,6.27E+17,2.98E+17,6.00E+17,31843.827,100.682,912,152,6,49,22-02-2022
994,NOLSM158623158,2,Implantation,2.21E+16,1.51E+17,4.07E+17,3.01E+17,6.00E+17,31872.384,104.516,898,152,6,50,22-02-2022
995,NOLSM159624159,3,Implantation,9.30945E+15,4.15E+16,8.62E+17,2.99E+17,6.00E+17,31336.263,102.568,895,156,6,51,22-02-2022
996,NOLSM160625160,1,Implantation,1.36E+16,1.18E+17,5.84E+17,3.01E+17,6.00E+17,33259.559,103.466,866,157,6,52,22-02-2022
997,NOLSM161626161,2,Implantation,1.45E+16,9.28E+16,5.70E+17,2.98E+17,6.00E+17,31061.816,100.571,908,153,6,53,22-02-2022
998,NOLSM162627162,3,Implantation,1.18E+16,1.38E+17,1.13E+17,2.98E+17,6.00E+17,32412.623,100.917,905,150,6,54,22-02-2022
999,NOLSM676261676,1,Implantation,5.9096E+15,2.54E+16,2.64E+17,3.01E+17,6.00E+17,32473.356,105.315,861,158,26,28,22-02-2022
1000,NOLSM677262677,2,Implantation,1.26E+16,9.82E+16,7.23E+17,3.01E+17,6.00E+17,32478.804,105.858,860,159,26,29,22-02-2022
1001,NOLSM678263678,3,Implantation,3.88248E+15,2.96196E+13,3.90E+16,3.00E+17,6.00E+17,32479.394,105.769,861,159,26,30,22-02-2022
1002,NOLSM679264679,1,Implantation,1.53E+16,8.62E+16,9.20E+17,3.00E+17,6.00E+17,32475.954,105.814,860,159,26,31,22-02-2022
1003,NOLSM680265680,2,Implantation,4.09911E+15,1.67E+16,1.77E+16,2.98E+17,6.00E+17,32473.014,105.952,861,159,26,32,22-02-2022
1004,NOLSM681266681,3,Implantation,1.98E+16,9.28E+16,1.18E+18,3.01E+17,6.00E+17,32492.602,106.016,860,159,26,33,22-02-2022
1005,NOLSM682267682,1,Implantation,1.69E+16,1.60E+17,7.44E+17,3.00E+17,6.00E+17,32486.114,106.433,861,160,26,34,22-02-2022
1006,NOLSM683268683,2,Implantation,1.49E+16,1.49E+17,3.50E+16,3.01E+17,6.00E+17,32477.288,106.419,861,160,26,35,22-02-2022
1007,NOLSM684269684,3,Implantation,1.61E+16,2.89E+16,4.60E+17,3.00E+17,6.00E+17,32475.062,106.482,861,160,26,36,22-02-2022
1008,NOLSM6852610685,1,Implantation,1.48E+16,8.05759E+15,1.60679E+11,2.99E+17,6.00E+17,32474.777,106.552,860,160,26,37,22-02-2022
1009,NOLSM6862611686,2,Implantation,1.60E+16,6.66811E+15,1.65E+17,3.00E+17,6.00E+17,32474.989,106.425,860,160,26,38,22-02-2022
1010,NOLSM6872612687,3,Implantation,1.52E+16,1.01E+17,7.62E+17,2.99E+17,6.00E+17,32484.167,105.706,861,159,26,39,22-02-2022
1011,NOLSM6882613688,1,Implantation,1.29E+16,9.99E+16,1.56E+16,3.01E+17,6.00E+17,32482.503,106.417,861,160,26,40,22-02-2022
1012,NOLSM6892614689,2,Implantation,1.37E+16,1.17183E+11,146815735.9,3.01E+17,6.00E+17,32478.466,106.208,861,159,26,41,22-02-2022
1013,NOLSM6902615690,3,Implantation,1.65E+16,1.65E+17,8.14E+17,3.03E+17,6.00E+17,32471.405,106.027,860,159,26,42,22-02-2022
1014,NOLSM6912616691,1,Implantation,2.05E+16,1.70E+17,7.40E+17,3.00E+17,6.00E+17,32474.891,106.16,860,159,26,43,22-02-2022
1015,NOLSM6922617692,2,Implantation,1.98E+16,1.05E+16,4.00E+17,3.00E+17,6.00E+17,32470.956,106.01,860,159,26,44,22-02-2022
1016,NOLSM6932618693,3,Implantation,1.56E+16,1.12E+17,2.05E+16,3.00E+17,6.00E+17,32470.502,105.956,860,159,26,45,22-02-2022
1017,NOLSM6942619694,1,Implantation,2.07E+16,1.79E+16,1.24E+18,3.01E+17,6.00E+17,32479.61,105.84,860,159,26,46,22-02-2022
1018,NOLSM6952620695,2,Implantation,1.80E+16,8.75E+16,11461295709,3.02E+17,6.00E+17,32473.864,106.764,860,160,26,47,22-02-2022
1019,NOLSM6962621696,3,Implantation,1.53E+16,2.33E+16,6.91E+17,3.00E+17,6.00E+17,32455.142,105.962,860,159,26,48,22-02-2022
1020,NOLSM6972622697,1,Implantation,1.86E+16,1.83E+17,2.23E+16,2.99E+17,6.00E+17,32442.676,105.815,860,159,26,49,22-02-2022
1021,NOLSM6982623698,2,Implantation,1.59E+16,1.30E+17,3.35E+17,2.99E+17,6.00E+17,32423.651,105.711,860,159,26,50,22-02-2022
1022,NOLSM6992624699,3,Implantation,1.02E+16,3.25408E+15,2.44E+17,3.00E+17,6.00E+17,32413.504,105.503,860,158,26,51,22-02-2022
1023,NOLSM7002625700,1,Implantation,2.02E+16,1.88E+17,1.20E+18,3.01E+17,6.00E+17,32415.844,105.079,860,158,26,52,22-02-2022
1024,NOLSM7012626701,2,Implantation,2.95138E+15,3.27494E+15,1.30772E+15,3.01E+17,6.00E+17,32428.073,105.014,860,158,26,53,22-02-2022
1025,NOLSM7022627702,3,Implantation,2.17E+16,2.17E+17,3.82E+17,3.01E+17,6.00E+17,32424.728,104.272,860,156,26,54,22-02-2022
1026,NOLSM13661,1,Implantation,8.064E+15,1.28E+17,1.71E+17,3.02E+17,6.00E+17,31194.915,101.786,885,152,6,1,22-02-2022
1027,NOLSM13762,2,Implantation,1.65E+16,7.79E+16,1.03E+18,3.01E+17,6.00E+17,31469.225,105.08,913,154,6,2,22-02-2022
